log_id,normalised,match_type,top1_template,top1_score,top2_template,top2_score,top3_template,top3_score,latency_ms,store_size
378,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41554, Connection timed out",partial,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.965,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.8712,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.8704,49.17,162
379,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52839, Connection reset by peer",partial,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.9881,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.9013,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.8888,49.11,162
380,"ciod: Received signal 15, code=0, errno=0, address=0x0000044a",exact,"ciod: Received signal 15, code=0, errno=0, address<*>",0.9974,ciod: Message code 0 is not 51 or <*>,0.7405,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.6292,49.11,162
381,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52930, Connection reset by peer",partial,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.9882,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.8976,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.886,49.2,162
382,"ciod: Received signal 15, code=0, errno=0, address=0x0000044d",exact,"ciod: Received signal 15, code=0, errno=0, address<*>",0.9979,ciod: Message code 0 is not 51 or <*>,0.7448,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.6321,48.94,162
383,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53387, Connection reset by peer",partial,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.9896,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.9032,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.8872,49.64,162
384,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41060, Connection timed out",partial,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.9569,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.8674,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.865,48.99,162
385,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41587, Connection reset by peer",partial,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.9887,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.9008,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.883,48.93,162
386,"CE sym 14, at 0x136cd5e0, mask 0x04",partial,"CE sym 16, at <*> mask <*>",0.9556,"CE sym 6, at <*> mask <*>",0.9264,CE sym <*> at <*> mask <*>,0.9094,48.76,162
387,dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,exact,<*> dbsr=0x00000000 <*>,1.0,"CE sym 33, at 0x00dbd200, mask <*>",0.6229,"CE sym 6, at <*> mask <*>",0.609,48.96,162
388,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41534, Link has been severed",partial,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.9858,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.9078,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.8762,49.09,162
389,"ciod: Received signal 15, code=0, errno=0, address=0x00001a12",exact,"ciod: Received signal 15, code=0, errno=0, address<*>",0.9974,ciod: Message code 0 is not 51 or <*>,0.7461,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.6287,48.8,162
390,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:54780, Link has been severed",partial,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.9855,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.9131,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.8799,49.72,162
391,"ciod: Received signal 15, code=0, errno=0, address=0x000001f8",exact,"ciod: Received signal 15, code=0, errno=0, address<*>",0.9984,ciod: Message code 0 is not 51 or <*>,0.7372,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.6242,50.16,162
392,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:60243, Link has been severed",partial,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.9876,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.9123,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.8835,49.48,162
393,"ciod: Received signal 15, code=0, errno=0, address=0x000001f5",exact,"ciod: Received signal 15, code=0, errno=0, address<*>",0.9973,ciod: Message code 0 is not 51 or <*>,0.7407,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.6204,48.6,162
394,"ciod: Received signal 15, code=0, errno=0, address=0x000001f2",exact,"ciod: Received signal 15, code=0, errno=0, address<*>",0.9973,ciod: Message code 0 is not 51 or <*>,0.7377,"ciod: In packet from node 91.0 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or <*> (softheader=003b005b <*>",0.6306,48.59,162
395,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47189, Link has been severed",partial,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.9888,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.9111,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.8845,48.91,162
396,r24=0x0ffea4c8 r25=0x00000003 r26=0x0000000f r27=0xffffd000,exact,r24=0x0ffea4c8 <*> r27=0xffffd000,1.0,<*> dbsr=0x00000000 <*>,0.5602,fpr29=0xffffffff ffffffff ffffffff ffffffff,0.5458,49.3,162
397,"ciod: Received signal 15, code=0, errno=0, address=0x000001f2",exact,"ciod: Received signal 15, code=0, errno=0, address<*>",0.9974,ciod: Message code 0 is not 51 or <*>,0.7377,"ciod: In packet from node 91.0 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or <*> (softheader=003b005b <*>",0.6306,48.75,162
398,"ciod: Received signal 15, code=0, errno=0, address=0x000001f5",exact,"ciod: Received signal 15, code=0, errno=0, address<*>",0.9974,ciod: Message code 0 is not 51 or <*>,0.7407,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.6204,49.49,162
399,13 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 4562 seconds,partial,<*> tree receiver 1 in re-synch state event(s) (dcr <*> detected over <*> seconds,0.9893,<*> tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected,0.8623,<*> torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over <*> seconds,0.5129,49.3,162
400,"ciod: Received signal 15, code=0, errno=0, address=0x000001f2",exact,"ciod: Received signal 15, code=0, errno=0, address<*>",0.9975,ciod: Message code 0 is not 51 or <*>,0.7377,"ciod: In packet from node 91.0 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or <*> (softheader=003b005b <*>",0.6306,49.12,162
401,"ciod: Received signal 15, code=0, errno=0, address=0x000001f2",exact,"ciod: Received signal 15, code=0, errno=0, address<*>",0.9976,ciod: Message code 0 is not 51 or <*>,0.7377,"ciod: In packet from node 91.0 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or <*> (softheader=003b005b <*>",0.6306,48.86,162
402,"Node card VPD check: U01 node in processor card slot J05 do not match. VPD ecid 04D37DF2DE7BFFFF0D081AF0DAD2, found 04DD80740E2FFFFF0A0C19D0CEBD",partial,Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*> found <*>,0.9814,Node card is not fully functional,0.544,NodeCard is not fully functional,0.5286,52.7,162
403,"ciod: Received signal 15, code=0, errno=0, address=0x000001f5",exact,"ciod: Received signal 15, code=0, errno=0, address<*>",0.9974,ciod: Message code 0 is not 51 or <*>,0.7407,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.6204,49.57,162
404,"CE sym 1, at 0x01d7eaa0, mask 0x02",partial,"CE sym 6, at <*> mask <*>",0.9307,"CE sym 16, at <*> mask <*>",0.9055,CE sym <*> at <*> mask <*>,0.9005,48.68,162
405,ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory,exact,ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory,1.0,ciod: LOGIN chdir(/p/bg1/da) failed: No such file or directory,0.7615,ciod: LOGIN chdir(/bglscratch/bwallen/SWL/SYS-CALLS/testcases/kernel/syscalls/truncate) failed: No such file or directory,0.7557,48.99,162
406,ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory,exact,ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory,1.0,ciod: LOGIN chdir(/p/bg1/da) failed: No such file or directory,0.7615,ciod: LOGIN chdir(/bglscratch/bwallen/SWL/SYS-CALLS/testcases/kernel/syscalls/truncate) failed: No such file or directory,0.7557,49.05,162
407,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.32,162
408,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.55,162
409,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.36,162
410,"10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9732,critical input interrupt enable...0,0.6281,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.538,50.3,162
411,"10740 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9597,critical input interrupt enable...0,0.6157,debug interrupt enable............0,0.5143,49.7,162
412,"10744 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9837,critical input interrupt enable...0,0.6209,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5332,49.3,162
413,"10700 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9831,critical input interrupt enable...0,0.6409,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5207,49.32,162
414,"10732 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9769,critical input interrupt enable...0,0.6321,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5386,49.09,162
415,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.39,162
416,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.32,162
417,"10655 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9632,critical input interrupt enable...0,0.6075,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5116,49.6,162
418,"10650 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9589,critical input interrupt enable...0,0.6047,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5185,49.54,162
419,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.44,162
420,"10686 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9619,critical input interrupt enable...0,0.6256,debug interrupt enable............0,0.5304,49.43,162
421,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.08,162
422,"10674 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9707,critical input interrupt enable...0,0.5993,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.526,50.03,162
423,"10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9733,critical input interrupt enable...0,0.6281,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.538,49.78,162
424,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.78,162
425,"10730 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9597,critical input interrupt enable...0,0.6372,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5283,49.24,162
426,"10686 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9625,critical input interrupt enable...0,0.6256,debug interrupt enable............0,0.5304,49.0,162
427,"10692 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9714,critical input interrupt enable...0,0.5999,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5127,49.24,162
428,"10660 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9639,critical input interrupt enable...0,0.6137,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5115,49.24,162
429,"10752 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9802,critical input interrupt enable...0,0.6408,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5303,48.96,162
430,"10732 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9762,critical input interrupt enable...0,0.6321,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5386,49.25,162
431,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.61,162
432,"10676 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9612,critical input interrupt enable...0,0.5973,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5188,49.2,162
433,"10752 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9805,critical input interrupt enable...0,0.6408,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5303,49.23,162
434,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.61,162
435,"10728 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9792,critical input interrupt enable...0,0.6372,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5322,49.46,162
436,"10712 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9651,critical input interrupt enable...0,0.6223,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5192,49.16,162
437,"10718 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9833,critical input interrupt enable...0,0.6494,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5343,49.34,162
438,"10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9739,critical input interrupt enable...0,0.6281,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.538,49.33,162
439,"10644 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9794,critical input interrupt enable...0,0.6055,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5293,49.21,162
440,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.29,162
441,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.39,162
442,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.42,162
443,"10738 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9718,critical input interrupt enable...0,0.6315,debug interrupt enable............0,0.5313,49.28,162
444,"10646 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.978,critical input interrupt enable...0,0.6087,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5216,49.74,162
445,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.37,162
446,"10710 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9724,critical input interrupt enable...0,0.6257,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5141,49.54,162
447,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.69,162
448,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.11,162
449,"10706 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9584,critical input interrupt enable...0,0.6272,debug interrupt enable............0,0.5071,49.44,162
450,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.5,162
451,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,50.05,162
452,"10765 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9776,critical input interrupt enable...0,0.6392,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5311,49.09,162
453,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5342,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5186,49.27,162
454,"10698 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9788,critical input interrupt enable...0,0.6118,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5148,49.34,162
